Date,State,Gender,Legal,count
2010-09-01,QLD,Female,Remanded,76.0
2010-12-01,QLD,Female,Remanded,113.0
2011-03-01,QLD,Female,Remanded,39.0
2011-06-01,QLD,Female,Remanded,92.0
2011-09-01,QLD,Female,Remanded,63.0
2011-12-01,QLD,Female,Remanded,113.0
2012-03-01,QLD,Female,Remanded,56.0
2012-06-01,QLD,Female,Remanded,104.0
2012-09-01,QLD,Female,Remanded,89.0
2012-12-01,QLD,Female,Remanded,101.0
2013-03-01,QLD,Female,Remanded,96.0
2013-06-01,QLD,Female,Remanded,125.0
2013-09-01,QLD,Female,Remanded,140.0
2013-12-01,QLD,Female,Remanded,119.0
2014-03-01,QLD,Female,Remanded,155.0
2014-06-01,QLD,Female,Remanded,145.0
2014-09-01,QLD,Female,Remanded,171.0
2014-12-01,QLD,Female,Remanded,203.0
2015-03-01,QLD,Female,Remanded,106.0
2015-06-01,QLD,Female,Remanded,180.0
2015-09-01,QLD,Female,Remanded,188.0
2015-12-01,QLD,Female,Remanded,219.0
2016-03-01,QLD,Female,Remanded,247.0
2016-06-01,QLD,Female,Remanded,243.0
2016-09-01,QLD,Female,Remanded,260.0
2016-12-01,QLD,Female,Remanded,229.0
2005-03-01,QLD,Female,Sentenced,284.0
2005-06-01,QLD,Female,Sentenced,218.0
2005-09-01,QLD,Female,Sentenced,281.0
2005-12-01,QLD,Female,Sentenced,336.0
2006-03-01,QLD,Female,Sentenced,297.0
2006-06-01,QLD,Female,Sentenced,359.0
2006-09-01,QLD,Female,Sentenced,325.0
2006-12-01,QLD,Female,Sentenced,343.0
2007-03-01,QLD,Female,Sentenced,284.0
2007-06-01,QLD,Female,Sentenced,272.0
2007-09-01,QLD,Female,Sentenced,223.0
2007-12-01,QLD,Female,Sentenced,259.0
2008-03-01,QLD,Female,Sentenced,303.0
2008-06-01,QLD,Female,Sentenced,267.0
2008-09-01,QLD,Female,Sentenced,345.0
2008-12-01,QLD,Female,Sentenced,370.0
2009-03-01,QLD,Female,Sentenced,373.0
2009-06-01,QLD,Female,Sentenced,365.0
2009-09-01,QLD,Female,Sentenced,360.0
2009-12-01,QLD,Female,Sentenced,327.0
2010-03-01,QLD,Female,Sentenced,367.0
2010-06-01,QLD,Female,Sentenced,379.0
2010-09-01,QLD,Female,Sentenced,283.0
2010-12-01,QLD,Female,Sentenced,333.0
2011-03-01,QLD,Female,Sentenced,373.0
2011-06-01,QLD,Female,Sentenced,254.0
2011-09-01,QLD,Female,Sentenced,379.0
2011-12-01,QLD,Female,Sentenced,401.0
2012-03-01,QLD,Female,Sentenced,328.0
2012-06-01,QLD,Female,Sentenced,338.0
2012-09-01,QLD,Female,Sentenced,419.0
2012-12-01,QLD,Female,Sentenced,314.0
2013-03-01,QLD,Female,Sentenced,433.0
2013-06-01,QLD,Female,Sentenced,356.0
2013-09-01,QLD,Female,Sentenced,473.0
2013-12-01,QLD,Female,Sentenced,501.0
2014-03-01,QLD,Female,Sentenced,472.0
2014-06-01,QLD,Female,Sentenced,502.0
2014-09-01,QLD,Female,Sentenced,443.0
2014-12-01,QLD,Female,Sentenced,539.0
2015-03-01,QLD,Female,Sentenced,532.0
2015-06-01,QLD,Female,Sentenced,557.0
2015-09-01,QLD,Female,Sentenced,524.0
2015-12-01,QLD,Female,Sentenced,530.0
2016-03-01,QLD,Female,Sentenced,503.0
2016-06-01,QLD,Female,Sentenced,475.0
2016-09-01,QLD,Female,Sentenced,524.0
2016-12-01,QLD,Female,Sentenced,501.0
2005-03-01,QLD,Male,Remanded,898.0
2005-06-01,QLD,Male,Remanded,939.0
2005-09-01,QLD,Male,Remanded,1026.0
2005-12-01,QLD,Male,Remanded,1162.0
2006-03-01,QLD,Male,Remanded,820.0
2006-06-01,QLD,Male,Remanded,1065.0
2006-09-01,QLD,Male,Remanded,1151.0
2006-12-01,QLD,Male,Remanded,1019.0
2007-03-01,QLD,Male,Remanded,1022.0
2007-06-01,QLD,Male,Remanded,1314.0
2007-09-01,QLD,Male,Remanded,1219.0
2007-12-01,QLD,Male,Remanded,1218.0
2008-03-01,QLD,Male,Remanded,1253.0
2008-06-01,QLD,Male,Remanded,1140.0
2008-09-01,QLD,Male,Remanded,1319.0
2008-12-01,QLD,Male,Remanded,1211.0
2009-03-01,QLD,Male,Remanded,1108.0
2009-06-01,QLD,Male,Remanded,1048.0
2009-09-01,QLD,Male,Remanded,1078.0
2009-12-01,QLD,Male,Remanded,1059.0
2010-03-01,QLD,Male,Remanded,1001.0
2010-06-01,QLD,Male,Remanded,1112.0
2010-09-01,QLD,Male,Remanded,1035.0
2010-12-01,QLD,Male,Remanded,1343.0
2011-03-01,QLD,Male,Remanded,1166.0
2011-06-01,QLD,Male,Remanded,1248.0
2011-09-01,QLD,Male,Remanded,1057.0
2011-12-01,QLD,Male,Remanded,1183.0
2012-03-01,QLD,Male,Remanded,1030.0
2012-06-01,QLD,Male,Remanded,1033.0
2012-09-01,QLD,Male,Remanded,1017.0
2012-12-01,QLD,Male,Remanded,1033.0
2013-03-01,QLD,Male,Remanded,1300.0
2013-06-01,QLD,Male,Remanded,1280.0
2013-09-01,QLD,Male,Remanded,1467.0
2013-12-01,QLD,Male,Remanded,1385.0
2014-03-01,QLD,Male,Remanded,1377.0
2014-06-01,QLD,Male,Remanded,1769.0
2014-09-01,QLD,Male,Remanded,1586.0
2014-12-01,QLD,Male,Remanded,1505.0
2015-03-01,QLD,Male,Remanded,1606.0
2015-06-01,QLD,Male,Remanded,1672.0
2015-09-01,QLD,Male,Remanded,1681.0
2015-12-01,QLD,Male,Remanded,1946.0
2016-03-01,QLD,Male,Remanded,1895.0
2016-06-01,QLD,Male,Remanded,2015.0
2016-09-01,QLD,Male,Remanded,2156.0
2016-12-01,QLD,Male,Remanded,2066.0
2005-03-01,QLD,Male,Sentenced,3705.0
2005-06-01,QLD,Male,Sentenced,4052.0
2005-09-01,QLD,Male,Sentenced,3934.0
2005-12-01,QLD,Male,Sentenced,4175.0
2006-03-01,QLD,Male,Sentenced,3724.0
2006-06-01,QLD,Male,Sentenced,4244.0
2006-09-01,QLD,Male,Sentenced,3995.0
2006-12-01,QLD,Male,Sentenced,4309.0
2007-03-01,QLD,Male,Sentenced,4314.0
2007-06-01,QLD,Male,Sentenced,4013.0
2007-09-01,QLD,Male,Sentenced,3882.0
2007-12-01,QLD,Male,Sentenced,3747.0
2008-03-01,QLD,Male,Sentenced,3681.0
2008-06-01,QLD,Male,Sentenced,4182.0
2008-09-01,QLD,Male,Sentenced,3880.0
2008-12-01,QLD,Male,Sentenced,3947.0
2009-03-01,QLD,Male,Sentenced,4319.0
2009-06-01,QLD,Male,Sentenced,4392.0
2009-09-01,QLD,Male,Sentenced,4219.0
2009-12-01,QLD,Male,Sentenced,4089.0
2010-03-01,QLD,Male,Sentenced,4083.0
2010-06-01,QLD,Male,Sentenced,4244.0
2010-09-01,QLD,Male,Sentenced,4104.0
2010-12-01,QLD,Male,Sentenced,3849.0
2011-03-01,QLD,Male,Sentenced,3544.0
2011-06-01,QLD,Male,Sentenced,4150.0
2011-09-01,QLD,Male,Sentenced,3981.0
2011-12-01,QLD,Male,Sentenced,4425.0
2012-03-01,QLD,Male,Sentenced,4157.0
2012-06-01,QLD,Male,Sentenced,3786.0
2012-09-01,QLD,Male,Sentenced,3852.0
2012-12-01,QLD,Male,Sentenced,4209.0
2013-03-01,QLD,Male,Sentenced,4255.0
2013-06-01,QLD,Male,Sentenced,4611.0
2013-09-01,QLD,Male,Sentenced,4425.0
2013-12-01,QLD,Male,Sentenced,4567.0
2014-03-01,QLD,Male,Sentenced,4877.0
2014-06-01,QLD,Male,Sentenced,4698.0
2014-09-01,QLD,Male,Sentenced,5240.0
2014-12-01,QLD,Male,Sentenced,5119.0
2015-03-01,QLD,Male,Sentenced,4831.0
2015-06-01,QLD,Male,Sentenced,4794.0
2015-09-01,QLD,Male,Sentenced,4892.0
2015-12-01,QLD,Male,Sentenced,4936.0
2016-03-01,QLD,Male,Sentenced,4952.0
2016-06-01,QLD,Male,Sentenced,4924.0
2016-09-01,QLD,Male,Sentenced,4816.0
2016-12-01,QLD,Male,Sentenced,5074.0
2005-03-01,SA,Female,Remanded,34.0
2005-06-01,SA,Female,Remanded,39.0
2005-09-01,SA,Female,Remanded,55.0
2005-12-01,SA,Female,Remanded,35.0
2006-03-01,SA,Female,Remanded,47.0
2006-06-01,SA,Female,Remanded,33.0
2006-09-01,SA,Female,Remanded,10.0
2006-12-01,SA,Female,Remanded,32.0
2007-03-01,SA,Female,Remanded,35.0
2007-06-01,SA,Female,Remanded,49.0
2007-09-01,SA,Female,Remanded,51.0
2007-12-01,SA,Female,Remanded,55.0
2008-03-01,SA,Female,Remanded,60.0
2008-06-01,SA,Female,Remanded,51.0
2008-09-01,SA,Female,Remanded,72.0
2008-12-01,SA,Female,Remanded,54.0
2009-03-01,SA,Female,Remanded,40.0
2009-06-01,SA,Female,Remanded,67.0
2009-09-01,SA,Female,Remanded,50.0
2009-12-01,SA,Female,Remanded,58.0
2010-03-01,SA,Female,Remanded,39.0
2010-06-01,SA,Female,Remanded,70.0
2010-09-01,SA,Female,Remanded,39.0
2010-12-01,SA,Female,Remanded,57.0
2011-03-01,SA,Female,Remanded,28.0
2011-06-01,SA,Female,Remanded,47.0
2011-09-01,SA,Female,Remanded,48.0
2011-12-01,SA,Female,Remanded,58.0
2012-03-01,SA,Female,Remanded,56.0
2012-06-01,SA,Female,Remanded,48.0
2012-09-01,SA,Female,Remanded,52.0
2012-12-01,SA,Female,Remanded,47.0
2013-03-01,SA,Female,Remanded,49.0
2013-06-01,SA,Female,Remanded,67.0
2013-09-01,SA,Female,Remanded,71.0
2013-12-01,SA,Female,Remanded,56.0
2014-03-01,SA,Female,Remanded,62.0
2014-06-01,SA,Female,Remanded,68.0
2014-09-01,SA,Female,Remanded,67.0
2014-12-01,SA,Female,Remanded,90.0
2015-03-01,SA,Female,Remanded,64.0
2015-06-01,SA,Female,Remanded,57.0
2015-09-01,SA,Female,Remanded,79.0
2015-12-01,SA,Female,Remanded,68.0
2016-03-01,SA,Female,Remanded,77.0
2016-06-01,SA,Female,Remanded,102.0
2016-09-01,SA,Female,Remanded,106.0
2016-12-01,SA,Female,Remanded,115.0
2005-03-01,SA,Female,Sentenced,50.0
2005-06-01,SA,Female,Sentenced,59.0
2005-09-01,SA,Female,Sentenced,64.0
2005-12-01,SA,Female,Sentenced,60.0
2006-03-01,SA,Female,Sentenced,59.0
2006-06-01,SA,Female,Sentenced,64.0
2006-09-01,SA,Female,Sentenced,67.0
2006-12-01,SA,Female,Sentenced,60.0
2007-03-01,SA,Female,Sentenced,65.0
2007-06-01,SA,Female,Sentenced,65.0
2007-09-01,SA,Female,Sentenced,64.0
2007-12-01,SA,Female,Sentenced,58.0
2008-03-01,SA,Female,Sentenced,65.0
2008-06-01,SA,Female,Sentenced,54.0
2008-09-01,SA,Female,Sentenced,73.0
2008-12-01,SA,Female,Sentenced,62.0
2009-03-01,SA,Female,Sentenced,92.0
2009-06-01,SA,Female,Sentenced,73.0
2009-09-01,SA,Female,Sentenced,85.0
2009-12-01,SA,Female,Sentenced,72.0
2010-03-01,SA,Female,Sentenced,79.0
2010-06-01,SA,Female,Sentenced,70.0
2010-09-01,SA,Female,Sentenced,69.0
2010-12-01,SA,Female,Sentenced,77.0
2011-03-01,SA,Female,Sentenced,73.0
2011-06-01,SA,Female,Sentenced,80.0
2011-09-01,SA,Female,Sentenced,88.0
2011-12-01,SA,Female,Sentenced,78.0
2012-03-01,SA,Female,Sentenced,75.0
2012-06-01,SA,Female,Sentenced,83.0
2012-09-01,SA,Female,Sentenced,73.0
2012-12-01,SA,Female,Sentenced,90.0
2013-03-01,SA,Female,Sentenced,80.0
2013-06-01,SA,Female,Sentenced,87.0
2013-09-01,SA,Female,Sentenced,85.0
2013-12-01,SA,Female,Sentenced,87.0
2014-03-01,SA,Female,Sentenced,104.0
2014-06-01,SA,Female,Sentenced,94.0
2014-09-01,SA,Female,Sentenced,95.0
2014-12-01,SA,Female,Sentenced,98.0
2015-03-01,SA,Female,Sentenced,95.0
2015-06-01,SA,Female,Sentenced,79.0
2015-09-01,SA,Female,Sentenced,90.0
2015-12-01,SA,Female,Sentenced,89.0
2016-03-01,SA,Female,Sentenced,89.0
2016-06-01,SA,Female,Sentenced,92.0
2016-09-01,SA,Female,Sentenced,86.0
2016-12-01,SA,Female,Sentenced,86.0
2005-03-01,SA,Male,Remanded,409.0
2005-06-01,SA,Male,Remanded,400.0
2005-09-01,SA,Male,Remanded,460.0
2005-12-01,SA,Male,Remanded,512.0
2006-03-01,SA,Male,Remanded,496.0
2006-06-01,SA,Male,Remanded,567.0
2006-09-01,SA,Male,Remanded,406.0
2006-12-01,SA,Male,Remanded,450.0
2007-03-01,SA,Male,Remanded,479.0
2007-06-01,SA,Male,Remanded,694.0
2007-09-01,SA,Male,Remanded,745.0
2007-12-01,SA,Male,Remanded,536.0
2008-03-01,SA,Male,Remanded,731.0
2008-06-01,SA,Male,Remanded,612.0
2008-09-01,SA,Male,Remanded,561.0
2008-12-01,SA,Male,Remanded,603.0
2009-03-01,SA,Male,Remanded,631.0
2009-06-01,SA,Male,Remanded,576.0
2009-09-01,SA,Male,Remanded,625.0
2009-12-01,SA,Male,Remanded,590.0
2010-03-01,SA,Male,Remanded,655.0
2010-06-01,SA,Male,Remanded,666.0
2010-09-01,SA,Male,Remanded,450.0
2010-12-01,SA,Male,Remanded,629.0
2011-03-01,SA,Male,Remanded,547.0
2011-06-01,SA,Male,Remanded,601.0
2011-09-01,SA,Male,Remanded,563.0
2011-12-01,SA,Male,Remanded,670.0
2012-03-01,SA,Male,Remanded,541.0
2012-06-01,SA,Male,Remanded,725.0
2012-09-01,SA,Male,Remanded,718.0
2012-12-01,SA,Male,Remanded,660.0
2013-03-01,SA,Male,Remanded,783.0
2013-06-01,SA,Male,Remanded,663.0
2013-09-01,SA,Male,Remanded,831.0
2013-12-01,SA,Male,Remanded,794.0
2014-03-01,SA,Male,Remanded,794.0
2014-06-01,SA,Male,Remanded,865.0
2014-09-01,SA,Male,Remanded,627.0
2014-12-01,SA,Male,Remanded,870.0
2015-03-01,SA,Male,Remanded,878.0
2015-06-01,SA,Male,Remanded,901.0
2015-09-01,SA,Male,Remanded,868.0
2015-12-01,SA,Male,Remanded,1090.0
2016-03-01,SA,Male,Remanded,889.0
2016-06-01,SA,Male,Remanded,1047.0
2016-09-01,SA,Male,Remanded,1060.0
2016-12-01,SA,Male,Remanded,889.0
2005-03-01,SA,Male,Sentenced,979.0
2005-06-01,SA,Male,Sentenced,857.0
2005-09-01,SA,Male,Sentenced,1030.0
2005-12-01,SA,Male,Sentenced,868.0
2006-03-01,SA,Male,Sentenced,934.0
2006-06-01,SA,Male,Sentenced,914.0
2006-09-01,SA,Male,Sentenced,915.0
2006-12-01,SA,Male,Sentenced,1019.0
2007-03-01,SA,Male,Sentenced,1062.0
2007-06-01,SA,Male,Sentenced,1066.0
2007-09-01,SA,Male,Sentenced,1170.0
2007-12-01,SA,Male,Sentenced,1271.0
2008-03-01,SA,Male,Sentenced,1223.0
2008-06-01,SA,Male,Sentenced,1234.0
2008-09-01,SA,Male,Sentenced,1246.0
2008-12-01,SA,Male,Sentenced,1296.0
2009-03-01,SA,Male,Sentenced,1341.0
2009-06-01,SA,Male,Sentenced,1001.0
2009-09-01,SA,Male,Sentenced,1320.0
2009-12-01,SA,Male,Sentenced,1266.0
2010-03-01,SA,Male,Sentenced,1273.0
2010-06-01,SA,Male,Sentenced,1274.0
2010-09-01,SA,Male,Sentenced,1148.0
2010-12-01,SA,Male,Sentenced,1297.0
2011-03-01,SA,Male,Sentenced,1130.0
2011-06-01,SA,Male,Sentenced,1334.0
2011-09-01,SA,Male,Sentenced,1302.0
2011-12-01,SA,Male,Sentenced,1453.0
2012-03-01,SA,Male,Sentenced,1302.0
2012-06-01,SA,Male,Sentenced,1318.0
2012-09-01,SA,Male,Sentenced,1375.0
2012-12-01,SA,Male,Sentenced,1408.0
2013-03-01,SA,Male,Sentenced,1386.0
2013-06-01,SA,Male,Sentenced,1388.0
2013-09-01,SA,Male,Sentenced,1395.0
2013-12-01,SA,Male,Sentenced,1306.0
2014-03-01,SA,Male,Sentenced,1675.0
2014-06-01,SA,Male,Sentenced,1437.0
2014-09-01,SA,Male,Sentenced,1847.0
2014-12-01,SA,Male,Sentenced,1753.0
2015-03-01,SA,Male,Sentenced,1671.0
2015-06-01,SA,Male,Sentenced,1704.0
2015-09-01,SA,Male,Sentenced,1590.0
2015-12-01,SA,Male,Sentenced,1498.0
2016-03-01,SA,Male,Sentenced,1593.0
2016-06-01,SA,Male,Sentenced,1630.0
2016-09-01,SA,Male,Sentenced,1725.0
2016-12-01,SA,Male,Sentenced,1700.0
2005-03-01,TAS,Female,Remanded,11.0
2005-06-01,TAS,Female,Remanded,8.0
2005-09-01,TAS,Female,Remanded,9.0
2005-12-01,TAS,Female,Remanded,13.0
2006-03-01,TAS,Female,Remanded,13.0
2006-06-01,TAS,Female,Remanded,9.0
2006-09-01,TAS,Female,Remanded,13.0
2006-12-01,TAS,Female,Remanded,14.0
2007-03-01,TAS,Female,Remanded,7.0
2007-06-01,TAS,Female,Remanded,8.0
2007-09-01,TAS,Female,Remanded,8.0
2007-12-01,TAS,Female,Remanded,8.0
2008-03-01,TAS,Female,Remanded,11.0
2008-06-01,TAS,Female,Remanded,12.0
2008-09-01,TAS,Female,Remanded,9.0
2008-12-01,TAS,Female,Remanded,7.0
2009-03-01,TAS,Female,Remanded,10.0
2009-06-01,TAS,Female,Remanded,12.0
2009-09-01,TAS,Female,Remanded,8.0
2009-12-01,TAS,Female,Remanded,9.0
2010-03-01,TAS,Female,Remanded,7.0
2010-06-01,TAS,Female,Remanded,11.0
2010-09-01,TAS,Female,Remanded,6.0
2010-12-01,TAS,Female,Remanded,7.0
2011-03-01,TAS,Female,Remanded,14.0
2011-06-01,TAS,Female,Remanded,6.0
2011-09-01,TAS,Female,Remanded,8.0
2011-12-01,TAS,Female,Remanded,6.0
2012-03-01,TAS,Female,Remanded,11.0
2012-06-01,TAS,Female,Remanded,8.0
2012-09-01,TAS,Female,Remanded,10.0
2012-12-01,TAS,Female,Remanded,7.0
2013-03-01,TAS,Female,Remanded,6.0
2013-06-01,TAS,Female,Remanded,5.0
2013-09-01,TAS,Female,Remanded,3.0
2013-12-01,TAS,Female,Remanded,7.0
2014-03-01,TAS,Female,Remanded,3.0
2014-06-01,TAS,Female,Remanded,3.0
2014-09-01,TAS,Female,Remanded,4.0
2014-12-01,TAS,Female,Remanded,6.0
2015-03-01,TAS,Female,Remanded,8.0
2015-06-01,TAS,Female,Remanded,9.0
2015-09-01,TAS,Female,Remanded,14.0
2015-12-01,TAS,Female,Remanded,24.0
2016-03-01,TAS,Female,Remanded,13.0
2016-06-01,TAS,Female,Remanded,22.0
2016-09-01,TAS,Female,Remanded,12.0
2016-12-01,TAS,Female,Remanded,9.0
2005-03-01,TAS,Female,Sentenced,21.0
2005-06-01,TAS,Female,Sentenced,17.0
2005-09-01,TAS,Female,Sentenced,18.0
2005-12-01,TAS,Female,Sentenced,22.0
2006-03-01,TAS,Female,Sentenced,27.0
2006-06-01,TAS,Female,Sentenced,27.0
2006-09-01,TAS,Female,Sentenced,29.0
2006-12-01,TAS,Female,Sentenced,32.0
2007-03-01,TAS,Female,Sentenced,26.0
2007-06-01,TAS,Female,Sentenced,22.0
2007-09-01,TAS,Female,Sentenced,17.0
2007-12-01,TAS,Female,Sentenced,28.0
2008-03-01,TAS,Female,Sentenced,25.0
2008-06-01,TAS,Female,Sentenced,33.0
2008-09-01,TAS,Female,Sentenced,33.0
2008-12-01,TAS,Female,Sentenced,28.0
2009-03-01,TAS,Female,Sentenced,25.0
2009-06-01,TAS,Female,Sentenced,21.0
2009-09-01,TAS,Female,Sentenced,34.0
2009-12-01,TAS,Female,Sentenced,33.0
2010-03-01,TAS,Female,Sentenced,22.0
2010-06-01,TAS,Female,Sentenced,30.0
2010-09-01,TAS,Female,Sentenced,24.0
2010-12-01,TAS,Female,Sentenced,29.0
2011-03-01,TAS,Female,Sentenced,23.0
2011-06-01,TAS,Female,Sentenced,36.0
2011-09-01,TAS,Female,Sentenced,32.0
2011-12-01,TAS,Female,Sentenced,26.0
2012-03-01,TAS,Female,Sentenced,24.0
2012-06-01,TAS,Female,Sentenced,28.0
2012-09-01,TAS,Female,Sentenced,39.0
2012-12-01,TAS,Female,Sentenced,39.0
2013-03-01,TAS,Female,Sentenced,35.0
2013-06-01,TAS,Female,Sentenced,28.0
2013-09-01,TAS,Female,Sentenced,21.0
2013-12-01,TAS,Female,Sentenced,26.0
2014-03-01,TAS,Female,Sentenced,22.0
2014-06-01,TAS,Female,Sentenced,24.0
2014-09-01,TAS,Female,Sentenced,34.0
2014-12-01,TAS,Female,Sentenced,25.0
2015-03-01,TAS,Female,Sentenced,16.0
2015-06-01,TAS,Female,Sentenced,21.0
2015-09-01,TAS,Female,Sentenced,20.0
2015-12-01,TAS,Female,Sentenced,33.0
2016-03-01,TAS,Female,Sentenced,30.0
2016-06-01,TAS,Female,Sentenced,33.0
2016-09-01,TAS,Female,Sentenced,44.0
2016-12-01,TAS,Female,Sentenced,42.0
2005-03-01,TAS,Male,Remanded,100.0
2005-06-01,TAS,Male,Remanded,111.0
2005-09-01,TAS,Male,Remanded,110.0
2005-12-01,TAS,Male,Remanded,96.0
2006-03-01,TAS,Male,Remanded,86.0
2006-06-01,TAS,Male,Remanded,102.0
2006-09-01,TAS,Male,Remanded,120.0
2006-12-01,TAS,Male,Remanded,92.0
2007-03-01,TAS,Male,Remanded,95.0
2007-06-01,TAS,Male,Remanded,105.0
2007-09-01,TAS,Male,Remanded,108.0
2007-12-01,TAS,Male,Remanded,97.0
2008-03-01,TAS,Male,Remanded,113.0
2008-06-01,TAS,Male,Remanded,111.0
2008-09-01,TAS,Male,Remanded,109.0
2008-12-01,TAS,Male,Remanded,94.0
2009-03-01,TAS,Male,Remanded,95.0
2009-06-01,TAS,Male,Remanded,116.0
2009-09-01,TAS,Male,Remanded,104.0
2009-12-01,TAS,Male,Remanded,91.0
2010-03-01,TAS,Male,Remanded,89.0
2010-06-01,TAS,Male,Remanded,94.0
2010-09-01,TAS,Male,Remanded,113.0
2010-12-01,TAS,Male,Remanded,88.0
2011-03-01,TAS,Male,Remanded,79.0
2011-06-01,TAS,Male,Remanded,85.0
2011-09-01,TAS,Male,Remanded,109.0
2011-12-01,TAS,Male,Remanded,104.0
2012-03-01,TAS,Male,Remanded,97.0
2012-06-01,TAS,Male,Remanded,99.0
2012-09-01,TAS,Male,Remanded,77.0
2012-12-01,TAS,Male,Remanded,92.0
2013-03-01,TAS,Male,Remanded,74.0
2013-06-01,TAS,Male,Remanded,91.0
2013-09-01,TAS,Male,Remanded,92.0
2013-12-01,TAS,Male,Remanded,76.0
2014-03-01,TAS,Male,Remanded,81.0
2014-06-01,TAS,Male,Remanded,105.0
2014-09-01,TAS,Male,Remanded,95.0
2014-12-01,TAS,Male,Remanded,89.0
2015-03-01,TAS,Male,Remanded,106.0
2015-06-01,TAS,Male,Remanded,109.0
2015-09-01,TAS,Male,Remanded,127.0
2015-12-01,TAS,Male,Remanded,136.0
2016-03-01,TAS,Male,Remanded,142.0
2016-06-01,TAS,Male,Remanded,124.0
2016-09-01,TAS,Male,Remanded,135.0
2016-12-01,TAS,Male,Remanded,151.0
2005-03-01,TAS,Male,Sentenced,389.0
2005-06-01,TAS,Male,Sentenced,407.0
2005-09-01,TAS,Male,Sentenced,389.0
2005-12-01,TAS,Male,Sentenced,369.0
2006-03-01,TAS,Male,Sentenced,339.0
2006-06-01,TAS,Male,Sentenced,345.0
2006-09-01,TAS,Male,Sentenced,387.0
2006-12-01,TAS,Male,Sentenced,425.0
2007-03-01,TAS,Male,Sentenced,362.0
2007-06-01,TAS,Male,Sentenced,396.0
2007-09-01,TAS,Male,Sentenced,379.0
2007-12-01,TAS,Male,Sentenced,429.0
2008-03-01,TAS,Male,Sentenced,361.0
2008-06-01,TAS,Male,Sentenced,402.0
2008-09-01,TAS,Male,Sentenced,375.0
2008-12-01,TAS,Male,Sentenced,394.0
2009-03-01,TAS,Male,Sentenced,384.0
2009-06-01,TAS,Male,Sentenced,380.0
2009-09-01,TAS,Male,Sentenced,376.0
2009-12-01,TAS,Male,Sentenced,365.0
2010-03-01,TAS,Male,Sentenced,320.0
2010-06-01,TAS,Male,Sentenced,358.0
2010-09-01,TAS,Male,Sentenced,354.0
2010-12-01,TAS,Male,Sentenced,363.0
2011-03-01,TAS,Male,Sentenced,347.0
2011-06-01,TAS,Male,Sentenced,354.0
2011-09-01,TAS,Male,Sentenced,403.0
2011-12-01,TAS,Male,Sentenced,386.0
2012-03-01,TAS,Male,Sentenced,344.0
2012-06-01,TAS,Male,Sentenced,371.0
2012-09-01,TAS,Male,Sentenced,381.0
2012-12-01,TAS,Male,Sentenced,353.0
2013-03-01,TAS,Male,Sentenced,359.0
2013-06-01,TAS,Male,Sentenced,331.0
2013-09-01,TAS,Male,Sentenced,363.0
2013-12-01,TAS,Male,Sentenced,373.0
2014-03-01,TAS,Male,Sentenced,359.0
2014-06-01,TAS,Male,Sentenced,350.0
2014-09-01,TAS,Male,Sentenced,322.0
2014-12-01,TAS,Male,Sentenced,335.0
2015-03-01,TAS,Male,Sentenced,338.0
2015-06-01,TAS,Male,Sentenced,374.0
2015-09-01,TAS,Male,Sentenced,333.0
2015-12-01,TAS,Male,Sentenced,360.0
2016-03-01,TAS,Male,Sentenced,329.0
2016-06-01,TAS,Male,Sentenced,406.0
2016-09-01,TAS,Male,Sentenced,380.0
2016-12-01,TAS,Male,Sentenced,407.0
2005-03-01,VIC,Female,Remanded,45.0
2005-06-01,VIC,Female,Remanded,58.0
2005-09-01,VIC,Female,Remanded,87.0
2005-12-01,VIC,Female,Remanded,50.0
2006-03-01,VIC,Female,Remanded,56.0
2006-06-01,VIC,Female,Remanded,42.0
2006-09-01,VIC,Female,Remanded,48.0
2006-12-01,VIC,Female,Remanded,44.0
2007-03-01,VIC,Female,Remanded,49.0
2007-06-01,VIC,Female,Remanded,45.0
2007-09-01,VIC,Female,Remanded,86.0
2007-12-01,VIC,Female,Remanded,12.0
2008-03-01,VIC,Female,Remanded,76.0
2008-06-01,VIC,Female,Remanded,59.0
2008-09-01,VIC,Female,Remanded,59.0
2008-12-01,VIC,Female,Remanded,51.0
2009-03-01,VIC,Female,Remanded,65.0
2009-06-01,VIC,Female,Remanded,82.0
2009-09-01,VIC,Female,Remanded,71.0
2009-12-01,VIC,Female,Remanded,82.0
2010-03-01,VIC,Female,Remanded,62.0
2010-06-01,VIC,Female,Remanded,69.0
2010-09-01,VIC,Female,Remanded,41.0
2010-12-01,VIC,Female,Remanded,53.0
2011-03-01,VIC,Female,Remanded,47.0
2011-06-01,VIC,Female,Remanded,71.0
2011-09-01,VIC,Female,Remanded,77.0
2011-12-01,VIC,Female,Remanded,43.0
2012-03-01,VIC,Female,Remanded,73.0
2012-06-01,VIC,Female,Remanded,73.0
2012-09-01,VIC,Female,Remanded,66.0
2012-12-01,VIC,Female,Remanded,84.0
2013-03-01,VIC,Female,Remanded,87.0
2013-06-01,VIC,Female,Remanded,89.0
2013-09-01,VIC,Female,Remanded,113.0
2013-12-01,VIC,Female,Remanded,116.0
2014-03-01,VIC,Female,Remanded,109.0
2014-06-01,VIC,Female,Remanded,102.0
2014-09-01,VIC,Female,Remanded,127.0
2014-12-01,VIC,Female,Remanded,115.0
2015-03-01,VIC,Female,Remanded,159.0
2015-06-01,VIC,Female,Remanded,112.0
2015-09-01,VIC,Female,Remanded,150.0
