Date,Department,Category,Store,State,Count
2015-04-17,FOODS_2,FOODS,TX_2,TX,396
2015-04-18,FOODS_2,FOODS,TX_2,TX,305
2015-04-19,FOODS_2,FOODS,TX_2,TX,174
2015-04-20,FOODS_2,FOODS,TX_2,TX,174
2015-04-21,FOODS_2,FOODS,TX_2,TX,299
2015-04-22,FOODS_2,FOODS,TX_2,TX,460
2015-04-23,FOODS_2,FOODS,TX_2,TX,318
2015-04-24,FOODS_2,FOODS,TX_2,TX,316
2015-04-25,FOODS_2,FOODS,TX_2,TX,503
2015-04-26,FOODS_2,FOODS,TX_2,TX,311
2015-04-27,FOODS_2,FOODS,TX_2,TX,276
2015-04-28,FOODS_2,FOODS,TX_2,TX,346
2015-04-29,FOODS_2,FOODS,TX_2,TX,550
2015-04-30,FOODS_2,FOODS,TX_2,TX,530
2015-05-01,FOODS_2,FOODS,TX_2,TX,480
2015-05-02,FOODS_2,FOODS,TX_2,TX,388
2015-05-03,FOODS_2,FOODS,TX_2,TX,440
2015-05-04,FOODS_2,FOODS,TX_2,TX,484
2015-05-05,FOODS_2,FOODS,TX_2,TX,485
2015-05-06,FOODS_2,FOODS,TX_2,TX,410
2015-05-07,FOODS_2,FOODS,TX_2,TX,493
2015-05-08,FOODS_2,FOODS,TX_2,TX,652
2015-05-09,FOODS_2,FOODS,TX_2,TX,382
2015-05-10,FOODS_2,FOODS,TX_2,TX,398
2015-05-11,FOODS_2,FOODS,TX_2,TX,495
2015-05-12,FOODS_2,FOODS,TX_2,TX,440
2015-05-13,FOODS_2,FOODS,TX_2,TX,321
2015-05-14,FOODS_2,FOODS,TX_2,TX,437
2015-05-15,FOODS_2,FOODS,TX_2,TX,486
2015-05-16,FOODS_2,FOODS,TX_2,TX,445
2015-05-17,FOODS_2,FOODS,TX_2,TX,441
2015-05-18,FOODS_2,FOODS,TX_2,TX,293
2015-05-19,FOODS_2,FOODS,TX_2,TX,268
2015-05-20,FOODS_2,FOODS,TX_2,TX,375
2015-05-21,FOODS_2,FOODS,TX_2,TX,270
2015-05-22,FOODS_2,FOODS,TX_2,TX,332
2015-05-23,FOODS_2,FOODS,TX_2,TX,348
2015-05-24,FOODS_2,FOODS,TX_2,TX,287
2015-05-25,FOODS_2,FOODS,TX_2,TX,0
2015-05-26,FOODS_2,FOODS,TX_2,TX,350
2015-05-27,FOODS_2,FOODS,TX_2,TX,307
2015-05-28,FOODS_2,FOODS,TX_2,TX,369
2015-05-29,FOODS_2,FOODS,TX_2,TX,391
2015-05-30,FOODS_2,FOODS,TX_2,TX,389
2015-05-31,FOODS_2,FOODS,TX_2,TX,367
2015-06-01,FOODS_2,FOODS,TX_2,TX,376
2015-06-02,FOODS_2,FOODS,TX_2,TX,294
2015-06-03,FOODS_2,FOODS,TX_2,TX,359
2015-06-04,FOODS_2,FOODS,TX_2,TX,350
2015-06-05,FOODS_2,FOODS,TX_2,TX,495
2015-06-06,FOODS_2,FOODS,TX_2,TX,434
2015-06-07,FOODS_2,FOODS,TX_2,TX,510
2015-06-08,FOODS_2,FOODS,TX_2,TX,757
2015-06-09,FOODS_2,FOODS,TX_2,TX,499
2015-06-10,FOODS_2,FOODS,TX_2,TX,613
2015-06-11,FOODS_2,FOODS,TX_2,TX,366
2015-06-12,FOODS_2,FOODS,TX_2,TX,361
2015-06-13,FOODS_2,FOODS,TX_2,TX,425
2015-06-14,FOODS_2,FOODS,TX_2,TX,460
2015-06-15,FOODS_2,FOODS,TX_2,TX,557
2015-06-16,FOODS_2,FOODS,TX_2,TX,661
2015-06-17,FOODS_2,FOODS,TX_2,TX,396
2015-06-18,FOODS_2,FOODS,TX_2,TX,446
2015-06-19,FOODS_2,FOODS,TX_2,TX,398
2015-06-20,FOODS_2,FOODS,TX_2,TX,587
2015-06-21,FOODS_2,FOODS,TX_2,TX,391
2015-06-22,FOODS_2,FOODS,TX_2,TX,403
2015-06-23,FOODS_2,FOODS,TX_2,TX,486
2015-06-24,FOODS_2,FOODS,TX_2,TX,509
2015-06-25,FOODS_2,FOODS,TX_2,TX,447
2015-06-26,FOODS_2,FOODS,TX_2,TX,363
2015-06-27,FOODS_2,FOODS,TX_2,TX,263
2015-06-28,FOODS_2,FOODS,TX_2,TX,291
2015-06-29,FOODS_2,FOODS,TX_2,TX,275
2015-06-30,FOODS_2,FOODS,TX_2,TX,412
2015-07-01,FOODS_2,FOODS,TX_2,TX,568
2015-07-02,FOODS_2,FOODS,TX_2,TX,486
2015-07-03,FOODS_2,FOODS,TX_2,TX,325
2015-07-04,FOODS_2,FOODS,TX_2,TX,326
2015-07-05,FOODS_2,FOODS,TX_2,TX,291
2015-07-06,FOODS_2,FOODS,TX_2,TX,293
2015-07-07,FOODS_2,FOODS,TX_2,TX,418
2015-07-08,FOODS_2,FOODS,TX_2,TX,520
2015-07-09,FOODS_2,FOODS,TX_2,TX,484
2015-07-10,FOODS_2,FOODS,TX_2,TX,360
2015-07-11,FOODS_2,FOODS,TX_2,TX,422
2015-07-12,FOODS_2,FOODS,TX_2,TX,470
2015-07-13,FOODS_2,FOODS,TX_2,TX,403
2015-07-14,FOODS_2,FOODS,TX_2,TX,475
2015-07-15,FOODS_2,FOODS,TX_2,TX,360
2015-07-16,FOODS_2,FOODS,TX_2,TX,531
2015-07-17,FOODS_2,FOODS,TX_2,TX,606
2015-07-18,FOODS_2,FOODS,TX_2,TX,501
2015-07-19,FOODS_2,FOODS,TX_2,TX,475
2015-07-20,FOODS_2,FOODS,TX_2,TX,483
2015-07-21,FOODS_2,FOODS,TX_2,TX,357
2015-07-22,FOODS_2,FOODS,TX_2,TX,498
2015-07-23,FOODS_2,FOODS,TX_2,TX,482
2015-07-24,FOODS_2,FOODS,TX_2,TX,514
2015-07-25,FOODS_2,FOODS,TX_2,TX,644
2015-07-26,FOODS_2,FOODS,TX_2,TX,523
2015-07-27,FOODS_2,FOODS,TX_2,TX,429
2015-07-28,FOODS_2,FOODS,TX_2,TX,398
2015-07-29,FOODS_2,FOODS,TX_2,TX,328
2015-07-30,FOODS_2,FOODS,TX_2,TX,363
2015-07-31,FOODS_2,FOODS,TX_2,TX,504
2015-08-01,FOODS_2,FOODS,TX_2,TX,664
2015-08-02,FOODS_2,FOODS,TX_2,TX,466
2015-08-03,FOODS_2,FOODS,TX_2,TX,461
2015-08-04,FOODS_2,FOODS,TX_2,TX,330
2015-08-05,FOODS_2,FOODS,TX_2,TX,347
2015-08-06,FOODS_2,FOODS,TX_2,TX,278
2015-08-07,FOODS_2,FOODS,TX_2,TX,533
2015-08-08,FOODS_2,FOODS,TX_2,TX,473
2015-08-09,FOODS_2,FOODS,TX_2,TX,681
2015-08-10,FOODS_2,FOODS,TX_2,TX,505
2015-08-11,FOODS_2,FOODS,TX_2,TX,455
2015-08-12,FOODS_2,FOODS,TX_2,TX,542
2015-08-13,FOODS_2,FOODS,TX_2,TX,467
2015-08-14,FOODS_2,FOODS,TX_2,TX,448
2015-08-15,FOODS_2,FOODS,TX_2,TX,478
2015-08-16,FOODS_2,FOODS,TX_2,TX,569
2015-08-17,FOODS_2,FOODS,TX_2,TX,609
2015-08-18,FOODS_2,FOODS,TX_2,TX,648
2015-08-19,FOODS_2,FOODS,TX_2,TX,440
2015-08-20,FOODS_2,FOODS,TX_2,TX,560
2015-08-21,FOODS_2,FOODS,TX_2,TX,429
2015-08-22,FOODS_2,FOODS,TX_2,TX,522
2015-08-23,FOODS_2,FOODS,TX_2,TX,496
2015-08-24,FOODS_2,FOODS,TX_2,TX,606
2015-08-25,FOODS_2,FOODS,TX_2,TX,432
2015-08-26,FOODS_2,FOODS,TX_2,TX,452
2015-08-27,FOODS_2,FOODS,TX_2,TX,455
2015-08-28,FOODS_2,FOODS,TX_2,TX,367
2015-08-29,FOODS_2,FOODS,TX_2,TX,327
2015-08-30,FOODS_2,FOODS,TX_2,TX,382
2015-08-31,FOODS_2,FOODS,TX_2,TX,445
2015-09-01,FOODS_2,FOODS,TX_2,TX,613
2015-09-02,FOODS_2,FOODS,TX_2,TX,405
2015-09-03,FOODS_2,FOODS,TX_2,TX,314
2015-09-04,FOODS_2,FOODS,TX_2,TX,315
2015-09-05,FOODS_2,FOODS,TX_2,TX,527
2015-09-06,FOODS_2,FOODS,TX_2,TX,243
2015-09-07,FOODS_2,FOODS,TX_2,TX,363
2015-09-08,FOODS_2,FOODS,TX_2,TX,372
2015-09-09,FOODS_2,FOODS,TX_2,TX,385
2015-09-10,FOODS_2,FOODS,TX_2,TX,447
2015-09-11,FOODS_2,FOODS,TX_2,TX,283
2015-09-12,FOODS_2,FOODS,TX_2,TX,385
2015-09-13,FOODS_2,FOODS,TX_2,TX,395
2015-09-14,FOODS_2,FOODS,TX_2,TX,407
2015-09-15,FOODS_2,FOODS,TX_2,TX,532
2015-09-16,FOODS_2,FOODS,TX_2,TX,581
2015-09-17,FOODS_2,FOODS,TX_2,TX,464
2015-09-18,FOODS_2,FOODS,TX_2,TX,618
2015-09-19,FOODS_2,FOODS,TX_2,TX,408
2015-09-20,FOODS_2,FOODS,TX_2,TX,379
2015-09-21,FOODS_2,FOODS,TX_2,TX,316
2015-09-22,FOODS_2,FOODS,TX_2,TX,402
2015-09-23,FOODS_2,FOODS,TX_2,TX,365
2015-09-24,FOODS_2,FOODS,TX_2,TX,452
2015-09-25,FOODS_2,FOODS,TX_2,TX,480
2015-09-26,FOODS_2,FOODS,TX_2,TX,465
2015-09-27,FOODS_2,FOODS,TX_2,TX,328
2015-09-28,FOODS_2,FOODS,TX_2,TX,326
2015-09-29,FOODS_2,FOODS,TX_2,TX,290
2015-09-30,FOODS_2,FOODS,TX_2,TX,285
2015-10-01,FOODS_2,FOODS,TX_2,TX,383
2015-10-02,FOODS_2,FOODS,TX_2,TX,392
2015-10-03,FOODS_2,FOODS,TX_2,TX,427
2015-10-04,FOODS_2,FOODS,TX_2,TX,343
2015-10-05,FOODS_2,FOODS,TX_2,TX,321
2015-10-06,FOODS_2,FOODS,TX_2,TX,233
2015-10-07,FOODS_2,FOODS,TX_2,TX,260
2015-10-08,FOODS_2,FOODS,TX_2,TX,304
2015-10-09,FOODS_2,FOODS,TX_2,TX,321
2015-10-10,FOODS_2,FOODS,TX_2,TX,305
2015-10-11,FOODS_2,FOODS,TX_2,TX,460
2015-10-12,FOODS_2,FOODS,TX_2,TX,288
2015-10-13,FOODS_2,FOODS,TX_2,TX,239
2015-10-14,FOODS_2,FOODS,TX_2,TX,322
2015-10-15,FOODS_2,FOODS,TX_2,TX,346
2015-10-16,FOODS_2,FOODS,TX_2,TX,408
2015-10-17,FOODS_2,FOODS,TX_2,TX,403
2015-10-18,FOODS_2,FOODS,TX_2,TX,592
2015-10-19,FOODS_2,FOODS,TX_2,TX,507
2015-10-20,FOODS_2,FOODS,TX_2,TX,348
2015-10-21,FOODS_2,FOODS,TX_2,TX,450
2015-10-22,FOODS_2,FOODS,TX_2,TX,349
2015-10-23,FOODS_2,FOODS,TX_2,TX,407
2015-10-24,FOODS_2,FOODS,TX_2,TX,342
2015-10-25,FOODS_2,FOODS,TX_2,TX,470
2015-10-26,FOODS_2,FOODS,TX_2,TX,354
2015-10-27,FOODS_2,FOODS,TX_2,TX,511
2015-10-28,FOODS_2,FOODS,TX_2,TX,420
2015-10-29,FOODS_2,FOODS,TX_2,TX,407
2015-10-30,FOODS_2,FOODS,TX_2,TX,359
2015-10-31,FOODS_2,FOODS,TX_2,TX,365
2015-11-01,FOODS_2,FOODS,TX_2,TX,333
2015-11-02,FOODS_2,FOODS,TX_2,TX,403
2015-11-03,FOODS_2,FOODS,TX_2,TX,465
2015-11-04,FOODS_2,FOODS,TX_2,TX,417
2015-11-05,FOODS_2,FOODS,TX_2,TX,351
2015-11-06,FOODS_2,FOODS,TX_2,TX,299
2015-11-07,FOODS_2,FOODS,TX_2,TX,293
2015-11-08,FOODS_2,FOODS,TX_2,TX,351
2015-11-09,FOODS_2,FOODS,TX_2,TX,317
2015-11-10,FOODS_2,FOODS,TX_2,TX,326
2015-11-11,FOODS_2,FOODS,TX_2,TX,422
2015-11-12,FOODS_2,FOODS,TX_2,TX,310
2015-11-13,FOODS_2,FOODS,TX_2,TX,370
2015-11-14,FOODS_2,FOODS,TX_2,TX,272
2015-11-15,FOODS_2,FOODS,TX_2,TX,297
2015-11-16,FOODS_2,FOODS,TX_2,TX,333
2015-11-17,FOODS_2,FOODS,TX_2,TX,509
2015-11-18,FOODS_2,FOODS,TX_2,TX,461
2015-11-19,FOODS_2,FOODS,TX_2,TX,485
2015-11-20,FOODS_2,FOODS,TX_2,TX,394
2015-11-21,FOODS_2,FOODS,TX_2,TX,433
2015-11-22,FOODS_2,FOODS,TX_2,TX,407
2015-11-23,FOODS_2,FOODS,TX_2,TX,367
2015-11-24,FOODS_2,FOODS,TX_2,TX,554
2015-11-25,FOODS_2,FOODS,TX_2,TX,467
2015-11-26,FOODS_2,FOODS,TX_2,TX,602
2015-11-27,FOODS_2,FOODS,TX_2,TX,479
2015-11-28,FOODS_2,FOODS,TX_2,TX,489
2015-11-29,FOODS_2,FOODS,TX_2,TX,495
2015-11-30,FOODS_2,FOODS,TX_2,TX,457
2015-12-01,FOODS_2,FOODS,TX_2,TX,494
2015-12-02,FOODS_2,FOODS,TX_2,TX,512
2015-12-03,FOODS_2,FOODS,TX_2,TX,389
2015-12-04,FOODS_2,FOODS,TX_2,TX,422
2015-12-05,FOODS_2,FOODS,TX_2,TX,428
2015-12-06,FOODS_2,FOODS,TX_2,TX,372
2015-12-07,FOODS_2,FOODS,TX_2,TX,358
2015-12-08,FOODS_2,FOODS,TX_2,TX,326
2015-12-09,FOODS_2,FOODS,TX_2,TX,412
2015-12-10,FOODS_2,FOODS,TX_2,TX,427
2015-12-11,FOODS_2,FOODS,TX_2,TX,381
2015-12-12,FOODS_2,FOODS,TX_2,TX,386
2015-12-13,FOODS_2,FOODS,TX_2,TX,323
2015-12-14,FOODS_2,FOODS,TX_2,TX,279
2015-12-15,FOODS_2,FOODS,TX_2,TX,355
2015-12-16,FOODS_2,FOODS,TX_2,TX,302
2015-12-17,FOODS_2,FOODS,TX_2,TX,327
2015-12-18,FOODS_2,FOODS,TX_2,TX,363
2015-12-19,FOODS_2,FOODS,TX_2,TX,510
2015-12-20,FOODS_2,FOODS,TX_2,TX,418
2015-12-21,FOODS_2,FOODS,TX_2,TX,369
2015-12-22,FOODS_2,FOODS,TX_2,TX,432
2015-12-23,FOODS_2,FOODS,TX_2,TX,320
2015-12-24,FOODS_2,FOODS,TX_2,TX,456
2015-12-25,FOODS_2,FOODS,TX_2,TX,312
2015-12-26,FOODS_2,FOODS,TX_2,TX,454
2015-12-27,FOODS_2,FOODS,TX_2,TX,576
2015-12-28,FOODS_2,FOODS,TX_2,TX,424
2015-12-29,FOODS_2,FOODS,TX_2,TX,522
2015-12-30,FOODS_2,FOODS,TX_2,TX,350
2015-12-31,FOODS_2,FOODS,TX_2,TX,476
2016-01-01,FOODS_2,FOODS,TX_2,TX,474
2016-01-02,FOODS_2,FOODS,TX_2,TX,519
2016-01-03,FOODS_2,FOODS,TX_2,TX,601
2016-01-04,FOODS_2,FOODS,TX_2,TX,616
2016-01-05,FOODS_2,FOODS,TX_2,TX,577
2016-01-06,FOODS_2,FOODS,TX_2,TX,282
2016-01-07,FOODS_2,FOODS,TX_2,TX,425
2016-01-08,FOODS_2,FOODS,TX_2,TX,365
2016-01-09,FOODS_2,FOODS,TX_2,TX,431
2016-01-10,FOODS_2,FOODS,TX_2,TX,400
2016-01-11,FOODS_2,FOODS,TX_2,TX,451
2016-01-12,FOODS_2,FOODS,TX_2,TX,509
2016-01-13,FOODS_2,FOODS,TX_2,TX,383
2016-01-14,FOODS_2,FOODS,TX_2,TX,339
2016-01-15,FOODS_2,FOODS,TX_2,TX,387
2016-01-16,FOODS_2,FOODS,TX_2,TX,378
2016-01-17,FOODS_2,FOODS,TX_2,TX,341
2016-01-18,FOODS_2,FOODS,TX_2,TX,293
2016-01-19,FOODS_2,FOODS,TX_2,TX,372
2016-01-20,FOODS_2,FOODS,TX_2,TX,524
2016-01-21,FOODS_2,FOODS,TX_2,TX,360
2016-01-22,FOODS_2,FOODS,TX_2,TX,312
2016-01-23,FOODS_2,FOODS,TX_2,TX,344
2016-01-24,FOODS_2,FOODS,TX_2,TX,406
2016-01-25,FOODS_2,FOODS,TX_2,TX,401
2016-01-26,FOODS_2,FOODS,TX_2,TX,542
2016-01-27,FOODS_2,FOODS,TX_2,TX,530
2016-01-28,FOODS_2,FOODS,TX_2,TX,443
2016-01-29,FOODS_2,FOODS,TX_2,TX,525
2016-01-30,FOODS_2,FOODS,TX_2,TX,495
2016-01-31,FOODS_2,FOODS,TX_2,TX,402
2016-02-01,FOODS_2,FOODS,TX_2,TX,326
2016-02-02,FOODS_2,FOODS,TX_2,TX,509
2016-02-03,FOODS_2,FOODS,TX_2,TX,411
2016-02-04,FOODS_2,FOODS,TX_2,TX,563
2016-02-05,FOODS_2,FOODS,TX_2,TX,556
2016-02-06,FOODS_2,FOODS,TX_2,TX,494
2016-02-07,FOODS_2,FOODS,TX_2,TX,353
2016-02-08,FOODS_2,FOODS,TX_2,TX,588
2016-02-09,FOODS_2,FOODS,TX_2,TX,429
2016-02-10,FOODS_2,FOODS,TX_2,TX,379
2016-02-11,FOODS_2,FOODS,TX_2,TX,364
2016-02-12,FOODS_2,FOODS,TX_2,TX,495
2016-02-13,FOODS_2,FOODS,TX_2,TX,379
2016-02-14,FOODS_2,FOODS,TX_2,TX,263
2016-02-15,FOODS_2,FOODS,TX_2,TX,299
2016-02-16,FOODS_2,FOODS,TX_2,TX,286
2016-02-17,FOODS_2,FOODS,TX_2,TX,320
2016-02-18,FOODS_2,FOODS,TX_2,TX,341
2016-02-19,FOODS_2,FOODS,TX_2,TX,423
2016-02-20,FOODS_2,FOODS,TX_2,TX,470
2016-02-21,FOODS_2,FOODS,TX_2,TX,394
2016-02-22,FOODS_2,FOODS,TX_2,TX,336
2016-02-23,FOODS_2,FOODS,TX_2,TX,299
2016-02-24,FOODS_2,FOODS,TX_2,TX,252
2016-02-25,FOODS_2,FOODS,TX_2,TX,360
2016-02-26,FOODS_2,FOODS,TX_2,TX,441
2016-02-27,FOODS_2,FOODS,TX_2,TX,403
2016-02-28,FOODS_2,FOODS,TX_2,TX,462
2016-02-29,FOODS_2,FOODS,TX_2,TX,395
2016-03-01,FOODS_2,FOODS,TX_2,TX,456
2016-03-02,FOODS_2,FOODS,TX_2,TX,352
2016-03-03,FOODS_2,FOODS,TX_2,TX,378
2016-03-04,FOODS_2,FOODS,TX_2,TX,437
2016-03-05,FOODS_2,FOODS,TX_2,TX,587
2016-03-06,FOODS_2,FOODS,TX_2,TX,556
2016-03-07,FOODS_2,FOODS,TX_2,TX,454
2016-03-08,FOODS_2,FOODS,TX_2,TX,329
2016-03-09,FOODS_2,FOODS,TX_2,TX,421
2016-03-10,FOODS_2,FOODS,TX_2,TX,414
2016-03-11,FOODS_2,FOODS,TX_2,TX,445
2016-03-12,FOODS_2,FOODS,TX_2,TX,378
2016-03-13,FOODS_2,FOODS,TX_2,TX,432
2016-03-14,FOODS_2,FOODS,TX_2,TX,647
2016-03-15,FOODS_2,FOODS,TX_2,TX,367
2016-03-16,FOODS_2,FOODS,TX_2,TX,373
2016-03-17,FOODS_2,FOODS,TX_2,TX,329
2016-03-18,FOODS_2,FOODS,TX_2,TX,331
2016-03-19,FOODS_2,FOODS,TX_2,TX,375
2016-03-20,FOODS_2,FOODS,TX_2,TX,488
2016-03-21,FOODS_2,FOODS,TX_2,TX,458
2016-03-22,FOODS_2,FOODS,TX_2,TX,349
2016-03-23,FOODS_2,FOODS,TX_2,TX,398
2016-03-24,FOODS_2,FOODS,TX_2,TX,349
2016-03-25,FOODS_2,FOODS,TX_2,TX,299
2016-03-26,FOODS_2,FOODS,TX_2,TX,239
2016-03-27,FOODS_2,FOODS,TX_2,TX,359
2016-03-28,FOODS_2,FOODS,TX_2,TX,408
2016-03-29,FOODS_2,FOODS,TX_2,TX,455
2016-03-30,FOODS_2,FOODS,TX_2,TX,305
2016-03-31,FOODS_2,FOODS,TX_2,TX,461
2016-04-01,FOODS_2,FOODS,TX_2,TX,309
2016-04-02,FOODS_2,FOODS,TX_2,TX,392
2016-04-03,FOODS_2,FOODS,TX_2,TX,366
2016-04-04,FOODS_2,FOODS,TX_2,TX,349
2016-04-05,FOODS_2,FOODS,TX_2,TX,390
2016-04-06,FOODS_2,FOODS,TX_2,TX,582
2016-04-07,FOODS_2,FOODS,TX_2,TX,439
2016-04-08,FOODS_2,FOODS,TX_2,TX,340
2016-04-09,FOODS_2,FOODS,TX_2,TX,388
2016-04-10,FOODS_2,FOODS,TX_2,TX,325
2016-04-11,FOODS_2,FOODS,TX_2,TX,413
2016-04-12,FOODS_2,FOODS,TX_2,TX,443
2016-04-13,FOODS_2,FOODS,TX_2,TX,587
2016-04-14,FOODS_2,FOODS,TX_2,TX,518
2016-04-15,FOODS_2,FOODS,TX_2,TX,408
2016-04-16,FOODS_2,FOODS,TX_2,TX,427
2016-04-17,FOODS_2,FOODS,TX_2,TX,325
2016-04-18,FOODS_2,FOODS,TX_2,TX,345
2016-04-19,FOODS_2,FOODS,TX_2,TX,296
2016-04-20,FOODS_2,FOODS,TX_2,TX,469
2016-04-21,FOODS_2,FOODS,TX_2,TX,471
2016-04-22,FOODS_2,FOODS,TX_2,TX,390
2016-04-23,FOODS_2,FOODS,TX_2,TX,341
2016-04-24,FOODS_2,FOODS,TX_2,TX,361
2015-04-01,FOODS_2,FOODS,TX_3,TX,403
2015-04-02,FOODS_2,FOODS,TX_3,TX,508
2015-04-03,FOODS_2,FOODS,TX_3,TX,541
2015-04-04,FOODS_2,FOODS,TX_3,TX,347
2015-04-05,FOODS_2,FOODS,TX_3,TX,412
2015-04-06,FOODS_2,FOODS,TX_3,TX,336
2015-04-07,FOODS_2,FOODS,TX_3,TX,498
2015-04-08,FOODS_2,FOODS,TX_3,TX,446
2015-04-09,FOODS_2,FOODS,TX_3,TX,443
2015-04-10,FOODS_2,FOODS,TX_3,TX,350
2015-04-11,FOODS_2,FOODS,TX_3,TX,345
2015-04-12,FOODS_2,FOODS,TX_3,TX,292
2015-04-13,FOODS_2,FOODS,TX_3,TX,303
2015-04-14,FOODS_2,FOODS,TX_3,TX,291
2015-04-15,FOODS_2,FOODS,TX_3,TX,337
2015-04-16,FOODS_2,FOODS,TX_3,TX,339
2015-04-17,FOODS_2,FOODS,TX_3,TX,314
2015-04-18,FOODS_2,FOODS,TX_3,TX,324
2015-04-19,FOODS_2,FOODS,TX_3,TX,153
2015-04-20,FOODS_2,FOODS,TX_3,TX,166
2015-04-21,FOODS_2,FOODS,TX_3,TX,216
2015-04-22,FOODS_2,FOODS,TX_3,TX,304
2015-04-23,FOODS_2,FOODS,TX_3,TX,284
2015-04-24,FOODS_2,FOODS,TX_3,TX,255
2015-04-25,FOODS_2,FOODS,TX_3,TX,358
2015-04-26,FOODS_2,FOODS,TX_3,TX,221
2015-04-27,FOODS_2,FOODS,TX_3,TX,218
2015-04-28,FOODS_2,FOODS,TX_3,TX,271
2015-04-29,FOODS_2,FOODS,TX_3,TX,529
2015-04-30,FOODS_2,FOODS,TX_3,TX,435
2015-05-01,FOODS_2,FOODS,TX_3,TX,426
2015-05-02,FOODS_2,FOODS,TX_3,TX,346
2015-05-03,FOODS_2,FOODS,TX_3,TX,394
2015-05-04,FOODS_2,FOODS,TX_3,TX,396
2015-05-05,FOODS_2,FOODS,TX_3,TX,312
2015-05-06,FOODS_2,FOODS,TX_3,TX,288
2015-05-07,FOODS_2,FOODS,TX_3,TX,371
2015-05-08,FOODS_2,FOODS,TX_3,TX,508
2015-05-09,FOODS_2,FOODS,TX_3,TX,364
2015-05-10,FOODS_2,FOODS,TX_3,TX,326
2015-05-11,FOODS_2,FOODS,TX_3,TX,355
2015-05-12,FOODS_2,FOODS,TX_3,TX,415
2015-05-13,FOODS_2,FOODS,TX_3,TX,374
2015-05-14,FOODS_2,FOODS,TX_3,TX,351
2015-05-15,FOODS_2,FOODS,TX_3,TX,394
2015-05-16,FOODS_2,FOODS,TX_3,TX,330
2015-05-17,FOODS_2,FOODS,TX_3,TX,378
2015-05-18,FOODS_2,FOODS,TX_3,TX,299
2015-05-19,FOODS_2,FOODS,TX_3,TX,293
2015-05-20,FOODS_2,FOODS,TX_3,TX,266
2015-05-21,FOODS_2,FOODS,TX_3,TX,300
2015-05-22,FOODS_2,FOODS,TX_3,TX,277
2015-05-23,FOODS_2,FOODS,TX_3,TX,289
2015-05-24,FOODS_2,FOODS,TX_3,TX,254
2015-05-25,FOODS_2,FOODS,TX_3,TX,0
2015-05-26,FOODS_2,FOODS,TX_3,TX,311
2015-05-27,FOODS_2,FOODS,TX_3,TX,258
2015-05-28,FOODS_2,FOODS,TX_3,TX,258
2015-05-29,FOODS_2,FOODS,TX_3,TX,278
2015-05-30,FOODS_2,FOODS,TX_3,TX,311
2015-05-31,FOODS_2,FOODS,TX_3,TX,288
2015-06-01,FOODS_2,FOODS,TX_3,TX,251
2015-06-02,FOODS_2,FOODS,TX_3,TX,280
2015-06-03,FOODS_2,FOODS,TX_3,TX,262
2015-06-04,FOODS_2,FOODS,TX_3,TX,383
2015-06-05,FOODS_2,FOODS,TX_3,TX,440
2015-06-06,FOODS_2,FOODS,TX_3,TX,311
2015-06-07,FOODS_2,FOODS,TX_3,TX,360
2015-06-08,FOODS_2,FOODS,TX_3,TX,484
2015-06-09,FOODS_2,FOODS,TX_3,TX,368
2015-06-10,FOODS_2,FOODS,TX_3,TX,505
2015-06-11,FOODS_2,FOODS,TX_3,TX,363
2015-06-12,FOODS_2,FOODS,TX_3,TX,412
2015-06-13,FOODS_2,FOODS,TX_3,TX,383
2015-06-14,FOODS_2,FOODS,TX_3,TX,428
2015-06-15,FOODS_2,FOODS,TX_3,TX,499
2015-06-16,FOODS_2,FOODS,TX_3,TX,575
2015-06-17,FOODS_2,FOODS,TX_3,TX,412
2015-06-18,FOODS_2,FOODS,TX_3,TX,427
2015-06-19,FOODS_2,FOODS,TX_3,TX,367
2015-06-20,FOODS_2,FOODS,TX_3,TX,395
2015-06-21,FOODS_2,FOODS,TX_3,TX,375
2015-06-22,FOODS_2,FOODS,TX_3,TX,377
2015-06-23,FOODS_2,FOODS,TX_3,TX,379
2015-06-24,FOODS_2,FOODS,TX_3,TX,386
2015-06-25,FOODS_2,FOODS,TX_3,TX,404
2015-06-26,FOODS_2,FOODS,TX_3,TX,253
2015-06-27,FOODS_2,FOODS,TX_3,TX,225
2015-06-28,FOODS_2,FOODS,TX_3,TX,265
2015-06-29,FOODS_2,FOODS,TX_3,TX,213
2015-06-30,FOODS_2,FOODS,TX_3,TX,354
2015-07-01,FOODS_2,FOODS,TX_3,TX,404
2015-07-02,FOODS_2,FOODS,TX_3,TX,293
2015-07-03,FOODS_2,FOODS,TX_3,TX,301
2015-07-04,FOODS_2,FOODS,TX_3,TX,314
2015-07-05,FOODS_2,FOODS,TX_3,TX,258
2015-07-06,FOODS_2,FOODS,TX_3,TX,220
2015-07-07,FOODS_2,FOODS,TX_3,TX,385
2015-07-08,FOODS_2,FOODS,TX_3,TX,399
2015-07-09,FOODS_2,FOODS,TX_3,TX,376
2015-07-10,FOODS_2,FOODS,TX_3,TX,364
2015-07-11,FOODS_2,FOODS,TX_3,TX,315
2015-07-12,FOODS_2,FOODS,TX_3,TX,409
2015-07-13,FOODS_2,FOODS,TX_3,TX,384
2015-07-14,FOODS_2,FOODS,TX_3,TX,369
2015-07-15,FOODS_2,FOODS,TX_3,TX,306
2015-07-16,FOODS_2,FOODS,TX_3,TX,439
2015-07-17,FOODS_2,FOODS,TX_3,TX,439
