Date,state,zone,region,purpose,Count
2012-01-01,B,BA,BAB,Oth,3
2012-02-01,B,BA,BAB,Oth,6
2012-03-01,B,BA,BAB,Oth,19
2012-04-01,B,BA,BAB,Oth,1
2012-05-01,B,BA,BAB,Oth,12
2012-06-01,B,BA,BAB,Oth,0
2012-07-01,B,BA,BAB,Oth,12
2012-08-01,B,BA,BAB,Oth,0
2012-09-01,B,BA,BAB,Oth,69
2012-10-01,B,BA,BAB,Oth,0
2012-11-01,B,BA,BAB,Oth,0
2012-12-01,B,BA,BAB,Oth,4
2013-01-01,B,BA,BAB,Oth,0
2013-02-01,B,BA,BAB,Oth,3
2013-03-01,B,BA,BAB,Oth,0
2013-04-01,B,BA,BAB,Oth,2
2013-05-01,B,BA,BAB,Oth,0
2013-06-01,B,BA,BAB,Oth,4
2013-07-01,B,BA,BAB,Oth,0
2013-08-01,B,BA,BAB,Oth,38
2013-09-01,B,BA,BAB,Oth,26
2013-10-01,B,BA,BAB,Oth,7
2013-11-01,B,BA,BAB,Oth,24
2013-12-01,B,BA,BAB,Oth,5
2014-01-01,B,BA,BAB,Oth,0
2014-02-01,B,BA,BAB,Oth,15
2014-03-01,B,BA,BAB,Oth,5
2014-04-01,B,BA,BAB,Oth,9
2014-05-01,B,BA,BAB,Oth,1
2014-06-01,B,BA,BAB,Oth,0
2014-07-01,B,BA,BAB,Oth,0
2014-08-01,B,BA,BAB,Oth,25
2014-09-01,B,BA,BAB,Oth,2
2014-10-01,B,BA,BAB,Oth,0
2014-11-01,B,BA,BAB,Oth,1
2014-12-01,B,BA,BAB,Oth,0
2015-01-01,B,BA,BAB,Oth,11
2015-02-01,B,BA,BAB,Oth,0
2015-03-01,B,BA,BAB,Oth,5
2015-04-01,B,BA,BAB,Oth,0
2015-05-01,B,BA,BAB,Oth,8
2015-06-01,B,BA,BAB,Oth,2
2015-07-01,B,BA,BAB,Oth,8
2015-08-01,B,BA,BAB,Oth,17
2015-09-01,B,BA,BAB,Oth,7
2015-10-01,B,BA,BAB,Oth,0
2015-11-01,B,BA,BAB,Oth,1
2015-12-01,B,BA,BAB,Oth,3
2016-01-01,B,BA,BAB,Oth,0
2016-02-01,B,BA,BAB,Oth,5
2016-03-01,B,BA,BAB,Oth,0
2016-04-01,B,BA,BAB,Oth,24
2016-05-01,B,BA,BAB,Oth,0
2016-06-01,B,BA,BAB,Oth,0
2016-07-01,B,BA,BAB,Oth,0
2016-08-01,B,BA,BAB,Oth,6
2016-09-01,B,BA,BAB,Oth,2
2016-10-01,B,BA,BAB,Oth,3
2016-11-01,B,BA,BAB,Oth,12
2016-12-01,B,BA,BAB,Oth,2
1998-01-01,B,BA,BAC,Hol,336
1998-02-01,B,BA,BAC,Hol,0
1998-03-01,B,BA,BAC,Hol,41
1998-04-01,B,BA,BAC,Hol,133
1998-05-01,B,BA,BAC,Hol,79
1998-06-01,B,BA,BAC,Hol,107
1998-07-01,B,BA,BAC,Hol,156
1998-08-01,B,BA,BAC,Hol,83
1998-09-01,B,BA,BAC,Hol,0
1998-10-01,B,BA,BAC,Hol,61
1998-11-01,B,BA,BAC,Hol,0
1998-12-01,B,BA,BAC,Hol,106
1999-01-01,B,BA,BAC,Hol,479
1999-02-01,B,BA,BAC,Hol,190
1999-03-01,B,BA,BAC,Hol,168
1999-04-01,B,BA,BAC,Hol,66
1999-05-01,B,BA,BAC,Hol,69
1999-06-01,B,BA,BAC,Hol,139
1999-07-01,B,BA,BAC,Hol,132
1999-08-01,B,BA,BAC,Hol,12
1999-09-01,B,BA,BAC,Hol,65
1999-10-01,B,BA,BAC,Hol,147
1999-11-01,B,BA,BAC,Hol,204
1999-12-01,B,BA,BAC,Hol,70
2000-01-01,B,BA,BAC,Hol,558
2000-02-01,B,BA,BAC,Hol,94
2000-03-01,B,BA,BAC,Hol,5
2000-04-01,B,BA,BAC,Hol,62
2000-05-01,B,BA,BAC,Hol,42
2000-06-01,B,BA,BAC,Hol,82
2000-07-01,B,BA,BAC,Hol,13
2000-08-01,B,BA,BAC,Hol,0
2000-09-01,B,BA,BAC,Hol,122
2000-10-01,B,BA,BAC,Hol,0
2000-11-01,B,BA,BAC,Hol,127
2000-12-01,B,BA,BAC,Hol,128
2001-01-01,B,BA,BAC,Hol,526
2001-02-01,B,BA,BAC,Hol,153
2001-03-01,B,BA,BAC,Hol,116
2001-04-01,B,BA,BAC,Hol,110
2001-05-01,B,BA,BAC,Hol,10
2001-06-01,B,BA,BAC,Hol,194
2001-07-01,B,BA,BAC,Hol,153
2001-08-01,B,BA,BAC,Hol,117
2001-09-01,B,BA,BAC,Hol,17
2001-10-01,B,BA,BAC,Hol,128
2001-11-01,B,BA,BAC,Hol,112
2001-12-01,B,BA,BAC,Hol,145
2002-01-01,B,BA,BAC,Hol,465
2002-02-01,B,BA,BAC,Hol,0
2002-03-01,B,BA,BAC,Hol,232
2002-04-01,B,BA,BAC,Hol,193
2002-05-01,B,BA,BAC,Hol,0
2002-06-01,B,BA,BAC,Hol,107
2002-07-01,B,BA,BAC,Hol,187
2002-08-01,B,BA,BAC,Hol,20
2002-09-01,B,BA,BAC,Hol,144
2002-10-01,B,BA,BAC,Hol,100
2002-11-01,B,BA,BAC,Hol,106
2002-12-01,B,BA,BAC,Hol,0
2003-01-01,B,BA,BAC,Hol,471
2003-02-01,B,BA,BAC,Hol,63
2003-03-01,B,BA,BAC,Hol,132
2003-04-01,B,BA,BAC,Hol,127
2003-05-01,B,BA,BAC,Hol,129
2003-06-01,B,BA,BAC,Hol,149
2003-07-01,B,BA,BAC,Hol,82
2003-08-01,B,BA,BAC,Hol,0
2003-09-01,B,BA,BAC,Hol,27
2003-10-01,B,BA,BAC,Hol,130
2003-11-01,B,BA,BAC,Hol,12
2003-12-01,B,BA,BAC,Hol,131
2004-01-01,B,BA,BAC,Hol,383
2004-02-01,B,BA,BAC,Hol,0
2004-03-01,B,BA,BAC,Hol,229
2004-04-01,B,BA,BAC,Hol,27
2004-05-01,B,BA,BAC,Hol,98
2004-06-01,B,BA,BAC,Hol,49
2004-07-01,B,BA,BAC,Hol,79
2004-08-01,B,BA,BAC,Hol,0
2004-09-01,B,BA,BAC,Hol,106
2004-10-01,B,BA,BAC,Hol,138
2004-11-01,B,BA,BAC,Hol,138
2004-12-01,B,BA,BAC,Hol,154
2005-01-01,B,BA,BAC,Hol,332
2005-02-01,B,BA,BAC,Hol,26
2005-03-01,B,BA,BAC,Hol,153
2005-04-01,B,BA,BAC,Hol,102
2005-05-01,B,BA,BAC,Hol,0
2005-06-01,B,BA,BAC,Hol,153
2005-07-01,B,BA,BAC,Hol,120
2005-08-01,B,BA,BAC,Hol,16
2005-09-01,B,BA,BAC,Hol,165
2005-10-01,B,BA,BAC,Hol,203
2005-11-01,B,BA,BAC,Hol,94
2005-12-01,B,BA,BAC,Hol,142
2006-01-01,B,BA,BAC,Hol,671
2006-02-01,B,BA,BAC,Hol,143
2006-03-01,B,BA,BAC,Hol,115
2006-04-01,B,BA,BAC,Hol,259
2006-05-01,B,BA,BAC,Hol,11
2006-06-01,B,BA,BAC,Hol,131
2006-07-01,B,BA,BAC,Hol,119
2006-08-01,B,BA,BAC,Hol,70
2006-09-01,B,BA,BAC,Hol,8
2006-10-01,B,BA,BAC,Hol,209
2006-11-01,B,BA,BAC,Hol,105
2006-12-01,B,BA,BAC,Hol,96
2007-01-01,B,BA,BAC,Hol,678
2007-02-01,B,BA,BAC,Hol,102
2007-03-01,B,BA,BAC,Hol,161
2007-04-01,B,BA,BAC,Hol,174
2007-05-01,B,BA,BAC,Hol,0
2007-06-01,B,BA,BAC,Hol,149
2007-07-01,B,BA,BAC,Hol,58
2007-08-01,B,BA,BAC,Hol,148
2007-09-01,B,BA,BAC,Hol,103
2007-10-01,B,BA,BAC,Hol,90
2007-11-01,B,BA,BAC,Hol,0
2007-12-01,B,BA,BAC,Hol,71
2008-01-01,B,BA,BAC,Hol,388
2008-02-01,B,BA,BAC,Hol,29
2008-03-01,B,BA,BAC,Hol,19
2008-04-01,B,BA,BAC,Hol,81
2008-05-01,B,BA,BAC,Hol,18
2008-06-01,B,BA,BAC,Hol,92
2008-07-01,B,BA,BAC,Hol,82
2008-08-01,B,BA,BAC,Hol,0
2008-09-01,B,BA,BAC,Hol,73
2008-10-01,B,BA,BAC,Hol,60
2008-11-01,B,BA,BAC,Hol,130
2008-12-01,B,BA,BAC,Hol,27
2009-01-01,B,BA,BAC,Hol,522
2009-02-01,B,BA,BAC,Hol,24
2009-03-01,B,BA,BAC,Hol,0
2009-04-01,B,BA,BAC,Hol,117
2009-05-01,B,BA,BAC,Hol,0
2009-06-01,B,BA,BAC,Hol,0
2009-07-01,B,BA,BAC,Hol,0
2009-08-01,B,BA,BAC,Hol,33
2009-09-01,B,BA,BAC,Hol,0
2009-10-01,B,BA,BAC,Hol,24
2009-11-01,B,BA,BAC,Hol,166
2009-12-01,B,BA,BAC,Hol,131
2010-01-01,B,BA,BAC,Hol,793
2010-02-01,B,BA,BAC,Hol,0
2010-03-01,B,BA,BAC,Hol,116
2010-04-01,B,BA,BAC,Hol,143
2010-05-01,B,BA,BAC,Hol,16
2010-06-01,B,BA,BAC,Hol,36
2010-07-01,B,BA,BAC,Hol,57
2010-08-01,B,BA,BAC,Hol,111
2010-09-01,B,BA,BAC,Hol,83
2010-10-01,B,BA,BAC,Hol,202
2010-11-01,B,BA,BAC,Hol,104
2010-12-01,B,BA,BAC,Hol,28
2011-01-01,B,BA,BAC,Hol,391
2011-02-01,B,BA,BAC,Hol,140
2011-03-01,B,BA,BAC,Hol,113
2011-04-01,B,BA,BAC,Hol,95
2011-05-01,B,BA,BAC,Hol,0
2011-06-01,B,BA,BAC,Hol,179
2011-07-01,B,BA,BAC,Hol,124
2011-08-01,B,BA,BAC,Hol,0
2011-09-01,B,BA,BAC,Hol,116
2011-10-01,B,BA,BAC,Hol,133
2011-11-01,B,BA,BAC,Hol,189
2011-12-01,B,BA,BAC,Hol,0
2012-01-01,B,BA,BAC,Hol,618
2012-02-01,B,BA,BAC,Hol,142
2012-03-01,B,BA,BAC,Hol,138
2012-04-01,B,BA,BAC,Hol,140
2012-05-01,B,BA,BAC,Hol,17
2012-06-01,B,BA,BAC,Hol,18
2012-07-01,B,BA,BAC,Hol,20
2012-08-01,B,BA,BAC,Hol,65
2012-09-01,B,BA,BAC,Hol,94
2012-10-01,B,BA,BAC,Hol,0
2012-11-01,B,BA,BAC,Hol,73
2012-12-01,B,BA,BAC,Hol,0
2013-01-01,B,BA,BAC,Hol,477
2013-02-01,B,BA,BAC,Hol,0
2013-03-01,B,BA,BAC,Hol,75
2013-04-01,B,BA,BAC,Hol,189
2013-05-01,B,BA,BAC,Hol,62
2013-06-01,B,BA,BAC,Hol,72
2013-07-01,B,BA,BAC,Hol,0
2013-08-01,B,BA,BAC,Hol,150
2013-09-01,B,BA,BAC,Hol,62
2013-10-01,B,BA,BAC,Hol,230
2013-11-01,B,BA,BAC,Hol,63
2013-12-01,B,BA,BAC,Hol,211
2014-01-01,B,BA,BAC,Hol,622
2014-02-01,B,BA,BAC,Hol,160
2014-03-01,B,BA,BAC,Hol,274
2014-04-01,B,BA,BAC,Hol,161
2014-05-01,B,BA,BAC,Hol,165
2014-06-01,B,BA,BAC,Hol,73
2014-07-01,B,BA,BAC,Hol,2
2014-08-01,B,BA,BAC,Hol,0
2014-09-01,B,BA,BAC,Hol,31
2014-10-01,B,BA,BAC,Hol,148
2014-11-01,B,BA,BAC,Hol,213
2014-12-01,B,BA,BAC,Hol,101
2015-01-01,B,BA,BAC,Hol,398
2015-02-01,B,BA,BAC,Hol,0
2015-03-01,B,BA,BAC,Hol,8
2015-04-01,B,BA,BAC,Hol,162
2015-05-01,B,BA,BAC,Hol,0
2015-06-01,B,BA,BAC,Hol,103
2015-07-01,B,BA,BAC,Hol,174
2015-08-01,B,BA,BAC,Hol,66
2015-09-01,B,BA,BAC,Hol,1
2015-10-01,B,BA,BAC,Hol,0
2015-11-01,B,BA,BAC,Hol,148
2015-12-01,B,BA,BAC,Hol,157
2016-01-01,B,BA,BAC,Hol,486
2016-02-01,B,BA,BAC,Hol,128
2016-03-01,B,BA,BAC,Hol,153
2016-04-01,B,BA,BAC,Hol,312
2016-05-01,B,BA,BAC,Hol,0
2016-06-01,B,BA,BAC,Hol,0
2016-07-01,B,BA,BAC,Hol,184
2016-08-01,B,BA,BAC,Hol,37
2016-09-01,B,BA,BAC,Hol,103
2016-10-01,B,BA,BAC,Hol,141
2016-11-01,B,BA,BAC,Hol,72
2016-12-01,B,BA,BAC,Hol,40
1998-01-01,B,BA,BAC,Vis,156
1998-02-01,B,BA,BAC,Vis,102
1998-03-01,B,BA,BAC,Vis,73
1998-04-01,B,BA,BAC,Vis,193
1998-05-01,B,BA,BAC,Vis,55
1998-06-01,B,BA,BAC,Vis,17
1998-07-01,B,BA,BAC,Vis,9
1998-08-01,B,BA,BAC,Vis,88
1998-09-01,B,BA,BAC,Vis,30
1998-10-01,B,BA,BAC,Vis,59
1998-11-01,B,BA,BAC,Vis,128
1998-12-01,B,BA,BAC,Vis,58
1999-01-01,B,BA,BAC,Vis,201
1999-02-01,B,BA,BAC,Vis,23
1999-03-01,B,BA,BAC,Vis,82
1999-04-01,B,BA,BAC,Vis,40
1999-05-01,B,BA,BAC,Vis,27
1999-06-01,B,BA,BAC,Vis,28
1999-07-01,B,BA,BAC,Vis,79
1999-08-01,B,BA,BAC,Vis,118
1999-09-01,B,BA,BAC,Vis,52
1999-10-01,B,BA,BAC,Vis,41
1999-11-01,B,BA,BAC,Vis,11
1999-12-01,B,BA,BAC,Vis,38
2000-01-01,B,BA,BAC,Vis,187
2000-02-01,B,BA,BAC,Vis,94
2000-03-01,B,BA,BAC,Vis,40
2000-04-01,B,BA,BAC,Vis,136
2000-05-01,B,BA,BAC,Vis,1
2000-06-01,B,BA,BAC,Vis,70
2000-07-01,B,BA,BAC,Vis,101
2000-08-01,B,BA,BAC,Vis,48
2000-09-01,B,BA,BAC,Vis,33
2000-10-01,B,BA,BAC,Vis,37
2000-11-01,B,BA,BAC,Vis,84
2000-12-01,B,BA,BAC,Vis,88
2001-01-01,B,BA,BAC,Vis,67
2001-02-01,B,BA,BAC,Vis,102
2001-03-01,B,BA,BAC,Vis,137
2001-04-01,B,BA,BAC,Vis,135
2001-05-01,B,BA,BAC,Vis,22
2001-06-01,B,BA,BAC,Vis,42
2001-07-01,B,BA,BAC,Vis,81
2001-08-01,B,BA,BAC,Vis,38
2001-09-01,B,BA,BAC,Vis,56
2001-10-01,B,BA,BAC,Vis,21
2001-11-01,B,BA,BAC,Vis,2
2001-12-01,B,BA,BAC,Vis,68
2002-01-01,B,BA,BAC,Vis,156
2002-02-01,B,BA,BAC,Vis,0
2002-03-01,B,BA,BAC,Vis,59
2002-04-01,B,BA,BAC,Vis,14
2002-05-01,B,BA,BAC,Vis,70
2002-06-01,B,BA,BAC,Vis,0
2002-07-01,B,BA,BAC,Vis,64
2002-08-01,B,BA,BAC,Vis,74
2002-09-01,B,BA,BAC,Vis,129
2002-10-01,B,BA,BAC,Vis,108
2002-11-01,B,BA,BAC,Vis,72
2002-12-01,B,BA,BAC,Vis,99
2003-01-01,B,BA,BAC,Vis,78
2003-02-01,B,BA,BAC,Vis,18
2003-03-01,B,BA,BAC,Vis,27
2003-04-01,B,BA,BAC,Vis,93
2003-05-01,B,BA,BAC,Vis,73
2003-06-01,B,BA,BAC,Vis,96
2003-07-01,B,BA,BAC,Vis,40
2003-08-01,B,BA,BAC,Vis,58
2003-09-01,B,BA,BAC,Vis,0
2003-10-01,B,BA,BAC,Vis,139
2003-11-01,B,BA,BAC,Vis,13
2003-12-01,B,BA,BAC,Vis,122
2004-01-01,B,BA,BAC,Vis,73
2004-02-01,B,BA,BAC,Vis,53
2004-03-01,B,BA,BAC,Vis,23
2004-04-01,B,BA,BAC,Vis,66
2004-05-01,B,BA,BAC,Vis,55
2004-06-01,B,BA,BAC,Vis,47
2004-07-01,B,BA,BAC,Vis,114
2004-08-01,B,BA,BAC,Vis,84
2004-09-01,B,BA,BAC,Vis,52
2004-10-01,B,BA,BAC,Vis,76
2004-11-01,B,BA,BAC,Vis,29
2004-12-01,B,BA,BAC,Vis,48
2005-01-01,B,BA,BAC,Vis,171
2005-02-01,B,BA,BAC,Vis,58
2005-03-01,B,BA,BAC,Vis,55
2005-04-01,B,BA,BAC,Vis,42
2005-05-01,B,BA,BAC,Vis,67
2005-06-01,B,BA,BAC,Vis,21
2005-07-01,B,BA,BAC,Vis,0
2005-08-01,B,BA,BAC,Vis,27
2005-09-01,B,BA,BAC,Vis,69
2005-10-01,B,BA,BAC,Vis,48
2005-11-01,B,BA,BAC,Vis,16
2005-12-01,B,BA,BAC,Vis,105
2006-01-01,B,BA,BAC,Vis,275
2006-02-01,B,BA,BAC,Vis,28
2006-03-01,B,BA,BAC,Vis,69
2006-04-01,B,BA,BAC,Vis,195
2006-05-01,B,BA,BAC,Vis,34
2006-06-01,B,BA,BAC,Vis,80
2006-07-01,B,BA,BAC,Vis,38
2006-08-01,B,BA,BAC,Vis,14
2006-09-01,B,BA,BAC,Vis,80
2006-10-01,B,BA,BAC,Vis,57
2006-11-01,B,BA,BAC,Vis,124
2006-12-01,B,BA,BAC,Vis,39
2007-01-01,B,BA,BAC,Vis,172
2007-02-01,B,BA,BAC,Vis,80
2007-03-01,B,BA,BAC,Vis,51
2007-04-01,B,BA,BAC,Vis,57
2007-05-01,B,BA,BAC,Vis,45
2007-06-01,B,BA,BAC,Vis,44
2007-07-01,B,BA,BAC,Vis,91
2007-08-01,B,BA,BAC,Vis,66
2007-09-01,B,BA,BAC,Vis,89
2007-10-01,B,BA,BAC,Vis,55
2007-11-01,B,BA,BAC,Vis,75
2007-12-01,B,BA,BAC,Vis,120
2008-01-01,B,BA,BAC,Vis,131
2008-02-01,B,BA,BAC,Vis,192
2008-03-01,B,BA,BAC,Vis,46
2008-04-01,B,BA,BAC,Vis,86
2008-05-01,B,BA,BAC,Vis,9
2008-06-01,B,BA,BAC,Vis,79
2008-07-01,B,BA,BAC,Vis,17
2008-08-01,B,BA,BAC,Vis,21
2008-09-01,B,BA,BAC,Vis,49
2008-10-01,B,BA,BAC,Vis,90
2008-11-01,B,BA,BAC,Vis,34
2008-12-01,B,BA,BAC,Vis,74
2009-01-01,B,BA,BAC,Vis,176
2009-02-01,B,BA,BAC,Vis,32
2009-03-01,B,BA,BAC,Vis,37
2009-04-01,B,BA,BAC,Vis,14
2009-05-01,B,BA,BAC,Vis,54
2009-06-01,B,BA,BAC,Vis,33
2009-07-01,B,BA,BAC,Vis,64
2009-08-01,B,BA,BAC,Vis,17
2009-09-01,B,BA,BAC,Vis,100
2009-10-01,B,BA,BAC,Vis,28
2009-11-01,B,BA,BAC,Vis,144
2009-12-01,B,BA,BAC,Vis,87
2010-01-01,B,BA,BAC,Vis,198
2010-02-01,B,BA,BAC,Vis,58
2010-03-01,B,BA,BAC,Vis,82
2010-04-01,B,BA,BAC,Vis,15
2010-05-01,B,BA,BAC,Vis,11
2010-06-01,B,BA,BAC,Vis,72
2010-07-01,B,BA,BAC,Vis,48
2010-08-01,B,BA,BAC,Vis,84
2010-09-01,B,BA,BAC,Vis,30
2010-10-01,B,BA,BAC,Vis,11
2010-11-01,B,BA,BAC,Vis,76
2010-12-01,B,BA,BAC,Vis,9
2011-01-01,B,BA,BAC,Vis,9
2011-02-01,B,BA,BAC,Vis,0
2011-03-01,B,BA,BAC,Vis,30
2011-04-01,B,BA,BAC,Vis,130
2011-05-01,B,BA,BAC,Vis,141
2011-06-01,B,BA,BAC,Vis,0
2011-07-01,B,BA,BAC,Vis,30
2011-08-01,B,BA,BAC,Vis,52
2011-09-01,B,BA,BAC,Vis,109
2011-10-01,B,BA,BAC,Vis,93
2011-11-01,B,BA,BAC,Vis,47
2011-12-01,B,BA,BAC,Vis,61
2012-01-01,B,BA,BAC,Vis,217
2012-02-01,B,BA,BAC,Vis,74
2012-03-01,B,BA,BAC,Vis,124
2012-04-01,B,BA,BAC,Vis,80
2012-05-01,B,BA,BAC,Vis,31
2012-06-01,B,BA,BAC,Vis,14
2012-07-01,B,BA,BAC,Vis,48
2012-08-01,B,BA,BAC,Vis,34
2012-09-01,B,BA,BAC,Vis,87
2012-10-01,B,BA,BAC,Vis,69
2012-11-01,B,BA,BAC,Vis,0
2012-12-01,B,BA,BAC,Vis,163
2013-01-01,B,BA,BAC,Vis,119
2013-02-01,B,BA,BAC,Vis,44
2013-03-01,B,BA,BAC,Vis,42
2013-04-01,B,BA,BAC,Vis,100
2013-05-01,B,BA,BAC,Vis,40
2013-06-01,B,BA,BAC,Vis,58
2013-07-01,B,BA,BAC,Vis,32
2013-08-01,B,BA,BAC,Vis,42
2013-09-01,B,BA,BAC,Vis,29
2013-10-01,B,BA,BAC,Vis,23
2013-11-01,B,BA,BAC,Vis,105
2013-12-01,B,BA,BAC,Vis,38
2014-01-01,B,BA,BAC,Vis,145
2014-02-01,B,BA,BAC,Vis,50
2014-03-01,B,BA,BAC,Vis,128
2014-04-01,B,BA,BAC,Vis,95
2014-05-01,B,BA,BAC,Vis,35
2014-06-01,B,BA,BAC,Vis,91
2014-07-01,B,BA,BAC,Vis,20
2014-08-01,B,BA,BAC,Vis,55
2014-09-01,B,BA,BAC,Vis,102
2014-10-01,B,BA,BAC,Vis,127
2014-11-01,B,BA,BAC,Vis,116
2014-12-01,B,BA,BAC,Vis,232
2015-01-01,B,BA,BAC,Vis,208
2015-02-01,B,BA,BAC,Vis,89
2015-03-01,B,BA,BAC,Vis,162
2015-04-01,B,BA,BAC,Vis,102
2015-05-01,B,BA,BAC,Vis,101
2015-06-01,B,BA,BAC,Vis,98
2015-07-01,B,BA,BAC,Vis,128
2015-08-01,B,BA,BAC,Vis,69
2015-09-01,B,BA,BAC,Vis,69
2015-10-01,B,BA,BAC,Vis,85
2015-11-01,B,BA,BAC,Vis,127
2015-12-01,B,BA,BAC,Vis,139
2016-01-01,B,BA,BAC,Vis,190
2016-02-01,B,BA,BAC,Vis,49
2016-03-01,B,BA,BAC,Vis,219
2016-04-01,B,BA,BAC,Vis,110
2016-05-01,B,BA,BAC,Vis,18
2016-06-01,B,BA,BAC,Vis,0
2016-07-01,B,BA,BAC,Vis,109
2016-08-01,B,BA,BAC,Vis,148
2016-09-01,B,BA,BAC,Vis,65
2016-10-01,B,BA,BAC,Vis,153
2016-11-01,B,BA,BAC,Vis,172
2016-12-01,B,BA,BAC,Vis,165
1998-01-01,B,BA,BAC,Bus,9
1998-02-01,B,BA,BAC,Bus,13
1998-03-01,B,BA,BAC,Bus,6
1998-04-01,B,BA,BAC,Bus,3
1998-05-01,B,BA,BAC,Bus,15
1998-06-01,B,BA,BAC,Bus,6
1998-07-01,B,BA,BAC,Bus,45
1998-08-01,B,BA,BAC,Bus,0
1998-09-01,B,BA,BAC,Bus,0
1998-10-01,B,BA,BAC,Bus,39
1998-11-01,B,BA,BAC,Bus,0
1998-12-01,B,BA,BAC,Bus,5
1999-01-01,B,BA,BAC,Bus,116
1999-02-01,B,BA,BAC,Bus,18
1999-03-01,B,BA,BAC,Bus,0
1999-04-01,B,BA,BAC,Bus,0
1999-05-01,B,BA,BAC,Bus,0
1999-06-01,B,BA,BAC,Bus,27
1999-07-01,B,BA,BAC,Bus,0
1999-08-01,B,BA,BAC,Bus,11
1999-09-01,B,BA,BAC,Bus,0
1999-10-01,B,BA,BAC,Bus,17
1999-11-01,B,BA,BAC,Bus,0
1999-12-01,B,BA,BAC,Bus,6
2000-01-01,B,BA,BAC,Bus,17
2000-02-01,B,BA,BAC,Bus,33
2000-03-01,B,BA,BAC,Bus,18
2000-04-01,B,BA,BAC,Bus,0
2000-05-01,B,BA,BAC,Bus,23
2000-06-01,B,BA,BAC,Bus,0
2000-07-01,B,BA,BAC,Bus,30
2000-08-01,B,BA,BAC,Bus,20
2000-09-01,B,BA,BAC,Bus,43
2000-10-01,B,BA,BAC,Bus,0
2000-11-01,B,BA,BAC,Bus,22
2000-12-01,B,BA,BAC,Bus,77
2001-01-01,B,BA,BAC,Bus,0
2001-02-01,B,BA,BAC,Bus,16
2001-03-01,B,BA,BAC,Bus,1
2001-04-01,B,BA,BAC,Bus,39
2001-05-01,B,BA,BAC,Bus,52
2001-06-01,B,BA,BAC,Bus,0
2001-07-01,B,BA,BAC,Bus,9
2001-08-01,B,BA,BAC,Bus,2
2001-09-01,B,BA,BAC,Bus,9
2001-10-01,B,BA,BAC,Bus,7
2001-11-01,B,BA,BAC,Bus,0
2001-12-01,B,BA,BAC,Bus,33
2002-01-01,B,BA,BAC,Bus,67
2002-02-01,B,BA,BAC,Bus,34
2002-03-01,B,BA,BAC,Bus,0
2002-04-01,B,BA,BAC,Bus,0
2002-05-01,B,BA,BAC,Bus,68
2002-06-01,B,BA,BAC,Bus,42
2002-07-01,B,BA,BAC,Bus,0
2002-08-01,B,BA,BAC,Bus,18
2002-09-01,B,BA,BAC,Bus,66
2002-10-01,B,BA,BAC,Bus,21
2002-11-01,B,BA,BAC,Bus,0
2002-12-01,B,BA,BAC,Bus,0
2003-01-01,B,BA,BAC,Bus,22
2003-02-01,B,BA,BAC,Bus,0
2003-03-01,B,BA,BAC,Bus,0
2003-04-01,B,BA,BAC,Bus,41
2003-05-01,B,BA,BAC,Bus,0
2003-06-01,B,BA,BAC,Bus,0
2003-07-01,B,BA,BAC,Bus,19
2003-08-01,B,BA,BAC,Bus,11
2003-09-01,B,BA,BAC,Bus,14
2003-10-01,B,BA,BAC,Bus,0
2003-11-01,B,BA,BAC,Bus,4
2003-12-01,B,BA,BAC,Bus,17
2004-01-01,B,BA,BAC,Bus,0
2004-02-01,B,BA,BAC,Bus,9
2004-03-01,B,BA,BAC,Bus,69
2004-04-01,B,BA,BAC,Bus,63
2004-05-01,B,BA,BAC,Bus,0
2004-06-01,B,BA,BAC,Bus,0
2004-07-01,B,BA,BAC,Bus,0
2004-08-01,B,BA,BAC,Bus,24
2004-09-01,B,BA,BAC,Bus,21
2004-10-01,B,BA,BAC,Bus,0
2004-11-01,B,BA,BAC,Bus,56
2004-12-01,B,BA,BAC,Bus,25
2005-01-01,B,BA,BAC,Bus,0
2005-02-01,B,BA,BAC,Bus,0
2005-03-01,B,BA,BAC,Bus,17
2005-04-01,B,BA,BAC,Bus,1
2005-05-01,B,BA,BAC,Bus,46
2005-06-01,B,BA,BAC,Bus,1
2005-07-01,B,BA,BAC,Bus,28
2005-08-01,B,BA,BAC,Bus,4
2005-09-01,B,BA,BAC,Bus,11
2005-10-01,B,BA,BAC,Bus,13
2005-11-01,B,BA,BAC,Bus,0
2005-12-01,B,BA,BAC,Bus,11
2006-01-01,B,BA,BAC,Bus,0
2006-02-01,B,BA,BAC,Bus,0
2006-03-01,B,BA,BAC,Bus,25
2006-04-01,B,BA,BAC,Bus,0
2006-05-01,B,BA,BAC,Bus,26
2006-06-01,B,BA,BAC,Bus,0
2006-07-01,B,BA,BAC,Bus,34
2006-08-01,B,BA,BAC,Bus,0
2006-09-01,B,BA,BAC,Bus,21
2006-10-01,B,BA,BAC,Bus,31
2006-11-01,B,BA,BAC,Bus,31
2006-12-01,B,BA,BAC,Bus,0
2007-01-01,B,BA,BAC,Bus,53
2007-02-01,B,BA,BAC,Bus,36
2007-03-01,B,BA,BAC,Bus,9
2007-04-01,B,BA,BAC,Bus,13
2007-05-01,B,BA,BAC,Bus,31
2007-06-01,B,BA,BAC,Bus,5
2007-07-01,B,BA,BAC,Bus,30
2007-08-01,B,BA,BAC,Bus,0
2007-09-01,B,BA,BAC,Bus,84
2007-10-01,B,BA,BAC,Bus,0
2007-11-01,B,BA,BAC,Bus,38
